CWE_TYPE,CWE_ID,CWE_NAME
CWE,607,"Public Static Final Field References Mutable Object"
CWE,608,"Struts: Non-private Field in ActionForm Class"
CWE,609,"Double-Checked Locking"
CWE,610,"Externally Controlled Reference to a Resource in Another Sphere"
CWE,611,"Improper Restriction of XML External Entity Reference ('XXE')"
CWE,612,"Information Exposure Through Indexing of Private Data"
CWE,613,"Insufficient Session Expiration"
CWE,614,"Sensitive Cookie in HTTPS Session Without 'Secure' Attribute"
CWE,615,"Information Exposure Through Comments"
CWE,616,"Incomplete Identification of Uploaded File Variables (PHP)"
CWE,617,"Reachable Assertion"
CWE,618,"Exposed Unsafe ActiveX Method"
CWE,619,"Dangling Database Cursor ('Cursor Injection')"
CWE,620,"Unverified Password Change"
CWE,621,"Variable Extraction Error"
CWE,622,"Improper Validation of Function Hook Arguments"
CWE,623,"Unsafe ActiveX Control Marked Safe For Scripting"
CWE,624,"Executable Regular Expression Error"
CWE,625,"Permissive Regular Expression"
CWE,626,"Null Byte Interaction Error (Poison Null Byte)"
CWE,627,"Dynamic Variable Evaluation"
CWE,628,"Function Call with Incorrectly Specified Arguments"
CWE,636,"Not Failing Securely ('Failing Open')"
CWE,637,"Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism')"
CWE,638,"Not Using Complete Mediation"
CWE,639,"Authorization Bypass Through User-Controlled Key"
CWE,640,"Weak Password Recovery Mechanism for Forgotten Password"
CWE,641,"Improper Restriction of Names for Files and Other Resources"
CWE,642,"External Control of Critical State Data"
CWE,643,"Improper Neutralization of Data within XPath Expressions ('XPath Injection')"
CWE,644,"Improper Neutralization of HTTP Headers for Scripting Syntax"
CWE,645,"Overly Restrictive Account Lockout Mechanism"
CWE,646,"Reliance on File Name or Extension of Externally-Supplied File"
CWE,647,"Use of Non-Canonical URL Paths for Authorization Decisions"
CWE,648,"Incorrect Use of Privileged APIs"
CWE,649,"Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking"
CWE,650,"Trusting HTTP Permission Methods on the Server Side"
CWE,651,"Information Exposure Through WSDL File"
CWE,652,"Improper Neutralization of Data within XQuery Expressions ('XQuery Injection')"
CWE,653,"Insufficient Compartmentalization"
CWE,654,"Reliance on a Single Factor in a Security Decision"
CWE,655,"Insufficient Psychological Acceptability"
CWE,656,"Reliance on Security Through Obscurity"
CWE,657,"Violation of Secure Design Principles"
CWE,662,"Improper Synchronization"
CWE,663,"Use of a Non-reentrant Function in a Concurrent Context"
CWE,664,"Improper Control of a Resource Through its Lifetime"
CWE,665,"Improper Initialization"
CWE,666,"Operation on Resource in Wrong Phase of Lifetime"
CWE,667,"Improper Locking"
CWE,668,"Exposure of Resource to Wrong Sphere"
CWE,669,"Incorrect Resource Transfer Between Spheres"
CWE,670,"Always-Incorrect Control Flow Implementation"
CWE,671,"Lack of Administrator Control over Security"
CWE,672,"Operation on a Resource after Expiration or Release"
CWE,673,"External Influence of Sphere Definition"
CWE,674,"Uncontrolled Recursion"
CWE,675,"Duplicate Operations on Resource"
CWE,676,"Use of Potentially Dangerous Function"
CWE,680,"Integer Overflow to Buffer Overflow"
CWE,681,"Incorrect Conversion between Numeric Types"
CWE,682,"Incorrect Calculation"
CWE,683,"Function Call With Incorrect Order of Arguments"
CWE,684,"Incorrect Provision of Specified Functionality"
CWE,685,"Function Call With Incorrect Number of Arguments"
CWE,686,"Function Call With Incorrect Argument Type"
CWE,687,"Function Call With Incorrectly Specified Argument Value"
CWE,688,"Function Call With Incorrect Variable or Reference as Argument"
CWE,689,"Permission Race Condition During Resource Copy"
CWE,690,"Unchecked Return Value to NULL Pointer Dereference"
CWE,691,"Insufficient Control Flow Management"
CWE,692,"Incomplete Blacklist to Cross-Site Scripting"
CWE,693,"Protection Mechanism Failure"
CWE,694,"Use of Multiple Resources with Duplicate Identifier"
CWE,695,"Use of Low-Level Functionality"
CWE,696,"Incorrect Behavior Order"
CWE,697,"Incorrect Comparison"
CWE,698,"Execution After Redirect (EAR)"
CWE,703,"Improper Check or Handling of Exceptional Conditions"
CWE,704,"Incorrect Type Conversion or Cast"
CWE,705,"Incorrect Control Flow Scoping"
CWE,706,"Use of Incorrectly-Resolved Name or Reference"
CWE,707,"Improper Enforcement of Message or Data Structure"
CWE,708,"Incorrect Ownership Assignment"
CWE,710,"Improper Adherence to Coding Standards"
CWE,732,"Incorrect Permission Assignment for Critical Resource"
CWE,733,"Compiler Optimization Removal or Modification of Security-critical Code"
CWE,749,"Exposed Dangerous Method or Function"
CWE,754,"Improper Check for Unusual or Exceptional Conditions"
CWE,755,"Improper Handling of Exceptional Conditions"
CWE,756,"Missing Custom Error Page"
CWE,757,"Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade')"
CWE,758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior"
CWE,759,"Use of a One-Way Hash without a Salt"
CWE,760,"Use of a One-Way Hash with a Predictable Salt"
CWE,761,"Free of Pointer not at Start of Buffer"
CWE,762,"Mismatched Memory Management Routines"
CWE,763,"Release of Invalid Pointer or Reference"
CWE,764,"Multiple Locks of a Critical Resource"
CWE,765,"Multiple Unlocks of a Critical Resource"
CWE,766,"Critical Variable Declared Public"
CWE,767,"Access to Critical Private Variable via Public Method"
CWE,768,"Incorrect Short Circuit Evaluation"
CWE,769,"Uncontrolled File Descriptor Consumption"
CWE,770,"Allocation of Resources Without Limits or Throttling"
CWE,771,"Missing Reference to Active Allocated Resource"
CWE,772,"Missing Release of Resource after Effective Lifetime"
CWE,773,"Missing Reference to Active File Descriptor or Handle"
CWE,774,"Allocation of File Descriptors or Handles Without Limits or Throttling"
CWE,775,"Missing Release of File Descriptor or Handle after Effective Lifetime"
CWE,776,"Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion')"
CWE,777,"Regular Expression without Anchors"
CWE,778,"Insufficient Logging"
CWE,779,"Logging of Excessive Data"
CWE,780,"Use of RSA Algorithm without OAEP"
CWE,781,"Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code"
CWE,782,"Exposed IOCTL with Insufficient Access Control"
CWE,783,"Operator Precedence Logic Error"
CWE,784,"Reliance on Cookies without Validation and Integrity Checking in a Security Decision"
CWE,785,"Use of Path Manipulation Function without Maximum-sized Buffer"
CWE,786,"Access of Memory Location Before Start of Buffer"
CWE,787,"Out-of-bounds Write"
CWE,788,"Access of Memory Location After End of Buffer"
CWE,789,"Uncontrolled Memory Allocation"
CWE,790,"Improper Filtering of Special Elements"
CWE,791,"Incomplete Filtering of Special Elements"
CWE,792,"Incomplete Filtering of One or More Instances of Special Elements"
CWE,793,"Only Filtering One Instance of a Special Element"
CWE,794,"Incomplete Filtering of Multiple Instances of Special Elements"
CWE,795,"Only Filtering Special Elements at a Specified Location"
CWE,796,"Only Filtering Special Elements Relative to a Marker"
CWE,797,"Only Filtering Special Elements at an Absolute Position"
CWE,798,"Use of Hard-coded Credentials"
CWE,799,"Improper Control of Interaction Frequency"
CWE,804,"Guessable CAPTCHA"
CWE,805,"Buffer Access with Incorrect Length Value"
CWE,806,"Buffer Access Using Size of Source Buffer"
CWE,807,"Reliance on Untrusted Inputs in a Security Decision"
CWE,820,"Missing Synchronization"
CWE,821,"Incorrect Synchronization"
CWE,822,"Untrusted Pointer Dereference"
CWE,823,"Use of Out-of-range Pointer Offset"
CWE,824,"Access of Uninitialized Pointer"
CWE,825,"Expired Pointer Dereference"
CWE,826,"Premature Release of Resource During Expected Lifetime"
CWE,827,"Improper Control of Document Type Definition"
CWE,828,"Signal Handler with Functionality that is not Asynchronous-Safe"
CWE,829,"Inclusion of Functionality from Untrusted Control Sphere"
CWE,830,"Inclusion of Web Functionality from an Untrusted Source"
CWE,831,"Signal Handler Function Associated with Multiple Signals"
CWE,832,"Unlock of a Resource that is not Locked"
CWE,833,"Deadlock"
CWE,834,"Excessive Iteration"
CWE,835,"Loop with Unreachable Exit Condition ('Infinite Loop')"
CWE,836,"Use of Password Hash Instead of Password for Authentication"
CWE,837,"Improper Enforcement of a Single, Unique Action"
CWE,838,"Inappropriate Encoding for Output Context"
CWE,839,"Numeric Range Comparison Without Minimum Check"
CWE,841,"Improper Enforcement of Behavioral Workflow"
CWE,842,"Placement of User into Incorrect Group"
CWE,843,"Access of Resource Using Incompatible Type ('Type Confusion')"
CWE,862,"Missing Authorization"
CWE,863,"Incorrect Authorization"
CWE,908,"Use of Uninitialized Resource"
CWE,909,"Missing Initialization of Resource"
CWE,910,"Use of Expired File Descriptor"
CWE,911,"Improper Update of Reference Count"
CWE,912,"Hidden Functionality"
CWE,913,"Improper Control of Dynamically-Managed Code Resources"
CWE,914,"Improper Control of Dynamically-Identified Variables"
CWE,915,"Improperly Controlled Modification of Dynamically-Determined Object Attributes"
CWE,916,"Use of Password Hash With Insufficient Computational Effort"
CWE,917,"Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')"
CWE,918,"Server-Side Request Forgery (SSRF)"
CWE,920,"Improper Restriction of Power Consumption"
CWE,921,"Storage of Sensitive Data in a Mechanism without Access Control"
CWE,922,"Insecure Storage of Sensitive Information"
CWE,923,"Improper Restriction of Communication Channel to Intended Endpoints"
CWE,924,"Improper Enforcement of Message Integrity During Transmission in a Communication Channel"
CWE,925,"Improper Verification of Intent by Broadcast Receiver"
CWE,926,"Improper Export of Android Application Components"
CWE,927,"Use of Implicit Intent for Sensitive Communication"
CWE,939,"Improper Authorization in Handler for Custom URL Scheme"
CWE,940,"Improper Verification of Source of a Communication Channel"
CWE,941,"Incorrectly Specified Destination in a Communication Channel"
CWE,942,"Overly Permissive Cross-domain Whitelist"
CWE,943,"Improper Neutralization of Special Elements in Data Query Logic"
CWE,1004,"Sensitive Cookie Without 'HttpOnly' Flag"
CWE,1007,"Insufficient Visual Distinction of Homoglyphs Presented to User"
CWE,1021,"Improper Restriction of Rendered UI Layers or Frames"
CWE,1022,"Use of Web Link to Untrusted Target with window.opener Access"
CWE,1023,"Incomplete Comparison with Missing Factors"
CWE,1024,"Comparison of Incompatible Types"
CWE,1025,"Comparison Using Wrong Factors"
CWE,1037,"Processor Optimization Removal or Modification of Security-critical Code"
CWE,1038,"Insecure Automated Optimizations"
CWE,1039,"Automated Recognition Mechanism with Inadequate Detection or Handling of Adversarial Input Perturbations"
Category,16,"Configuration"
Category,17,"Code"
Category,18,"Source Code"
Category,19,"Data Processing Errors"
Category,21,"Pathname Traversal and Equivalence Errors"
Category,133,"String Errors"
Category,136,"Type Errors"
Category,137,"Representation Errors"
Category,171,"Cleansing, Canonicalization, and Comparison Errors"
Category,189,"Numeric Errors"
Category,199,"Information Management Errors"
Category,227,"7PK - API Abuse"
Category,251,"Often Misused: String Management"
Category,254,"7PK - Security Features"
Category,255,"Credentials Management"
Category,264,"Permissions, Privileges, and Access Controls"
Category,265,"Privilege / Sandbox Issues"
Category,275,"Permission Issues"
Category,310,"Cryptographic Issues"
Category,320,"Key Management Errors"
Category,355,"User Interface Security Issues"
Category,361,"7PK - Time and State"
Category,371,"State Issues"
Category,376,"Temporary File Issues"
Category,380,"Technology-Specific Time and State Issues"
Category,381,"J2EE Time and State Issues"
Category,387,"Signal Errors"
Category,388,"7PK - Errors"
Category,389,"Error Conditions, Return Values, Status Codes"
Category,398,"7PK - Code Quality"
Category,399,"Resource Management Errors"
Category,411,"Resource Locking Problems"
Category,417,"Channel and Path Errors"
Category,429,"Handler Errors"
Category,438,"Behavioral Problems"
Category,442,"Web Problems"
Category,452,"Initialization and Cleanup Errors"
Category,461,"Data Structure Issues"
Category,465,"Pointer Issues"
Category,485,"7PK - Encapsulation"
Category,490,"Mobile Code Issues"
Category,519,".NET Environment Issues"
Category,557,"Concurrency Issues"
Category,559,"Often Misused: Arguments and Parameters"
Category,569,"Expression Issues"
Category,712,"OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS)"
Category,713,"OWASP Top Ten 2007 Category A2 - Injection Flaws"
Category,714,"OWASP Top Ten 2007 Category A3 - Malicious File Execution"
Category,715,"OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference"
Category,716,"OWASP Top Ten 2007 Category A5 - Cross Site Request Forgery (CSRF)"
Category,717,"OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling"
Category,718,"OWASP Top Ten 2007 Category A7 - Broken Authentication and Session Management"
Category,719,"OWASP Top Ten 2007 Category A8 - Insecure Cryptographic Storage"
Category,720,"OWASP Top Ten 2007 Category A9 - Insecure Communications"
Category,721,"OWASP Top Ten 2007 Category A10 - Failure to Restrict URL Access"
Category,722,"OWASP Top Ten 2004 Category A1 - Unvalidated Input"
Category,723,"OWASP Top Ten 2004 Category A2 - Broken Access Control"
Category,724,"OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management"
Category,725,"OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws"
Category,726,"OWASP Top Ten 2004 Category A5 - Buffer Overflows"
Category,727,"OWASP Top Ten 2004 Category A6 - Injection Flaws"
Category,728,"OWASP Top Ten 2004 Category A7 - Improper Error Handling"
Category,729,"OWASP Top Ten 2004 Category A8 - Insecure Storage"
Category,730,"OWASP Top Ten 2004 Category A9 - Denial of Service"
Category,731,"OWASP Top Ten 2004 Category A10 - Insecure Configuration Management"
Category,735,"CERT C Secure Coding (2008 Version) Section 01 - Preprocessor (PRE)"
Category,736,"CERT C Secure Coding (2008 Version) Section 02 - Declarations and Initialization (DCL)"
Category,737,"CERT C Secure Coding (2008 Version) Section 03 - Expressions (EXP)"
Category,738,"CERT C Secure Coding (2008 Version) Section 04 - Integers (INT)"
Category,739,"CERT C Secure Coding (2008 Version) Section 05 - Floating Point (FLP)"
Category,740,"CERT C Secure Coding (2008 Version) Section 06 - Arrays (ARR)"
Category,741,"CERT C Secure Coding (2008 Version) Section 07 - Characters and Strings (STR)"
Category,742,"CERT C Secure Coding (2008 Version) Section 08 - Memory Management (MEM)"
Category,743,"CERT C Secure Coding (2008 Version) Section 09 - Input Output (FIO)"
Category,744,"CERT C Secure Coding (2008 Version) Section 10 - Environment (ENV)"
Category,745,"CERT C Secure Coding (2008 Version) Section 11 - Signals (SIG)"
Category,746,"CERT C Secure Coding (2008 Version) Section 12 - Error Handling (ERR)"
Category,747,"CERT C Secure Coding (2008 Version) Section 49 - Miscellaneous (MSC)"
Category,748,"CERT C Secure Coding (2008 Version) Section 50 - POSIX (POS)"
Category,751,"2009 Top 25 - Insecure Interaction Between Components"
Category,752,"2009 Top 25 - Risky Resource Management"
Category,753,"2009 Top 25 - Porous Defenses"
Category,801,"2010 Top 25 - Insecure Interaction Between Components"
Category,802,"2010 Top 25 - Risky Resource Management"
Category,803,"2010 Top 25 - Porous Defenses"
Category,808,"2010 Top 25 - Weaknesses On the Cusp"
Category,810,"OWASP Top Ten 2010 Category A1 - Injection"
Category,811,"OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS)"
Category,812,"OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management"
Category,813,"OWASP Top Ten 2010 Category A4 - Insecure Direct Object References"
Category,814,"OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF)"
Category,815,"OWASP Top Ten 2010 Category A6 - Security Misconfiguration"
Category,816,"OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage"
Category,817,"OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access"
Category,818,"OWASP Top Ten 2010 Category A9 - Insufficient Transport Layer Protection"
Category,819,"OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards"
Category,840,"Business Logic Errors"
Category,845,"CERT Java Secure Coding Section 00 - Input Validation and Data Sanitization (IDS)"
Category,846,"CERT Java Secure Coding Section 01 - Declarations and Initialization (DCL)"
Category,847,"CERT Java Secure Coding Section 02 - Expressions (EXP)"
Category,848,"CERT Java Secure Coding Section 03 - Numeric Types and Operations (NUM)"
Category,849,"CERT Java Secure Coding Section 04 - Object Orientation (OBJ)"
Category,850,"CERT Java Secure Coding Section 05 - Methods (MET)"
Category,851,"CERT Java Secure Coding Section 06 - Exceptional Behavior (ERR)"
Category,852,"CERT Java Secure Coding Section 07 - Visibility and Atomicity (VNA)"
Category,853,"CERT Java Secure Coding Section 08 - Locking (LCK)"
Category,854,"CERT Java Secure Coding Section 09 - Thread APIs (THI)"
Category,855,"CERT Java Secure Coding Section 10 - Thread Pools (TPS)"
Category,856,"CERT Java Secure Coding Section 11 - Thread-Safety Miscellaneous (TSM)"
Category,857,"CERT Java Secure Coding Section 12 - Input Output (FIO)"
Category,858,"CERT Java Secure Coding Section 13 - Serialization (SER)"
Category,859,"CERT Java Secure Coding Section 14 - Platform Security (SEC)"
Category,860,"CERT Java Secure Coding Section 15 - Runtime Environment (ENV)"
Category,861,"CERT Java Secure Coding Section 49 - Miscellaneous (MSC)"
Category,864,"2011 Top 25 - Insecure Interaction Between Components"
Category,865,"2011 Top 25 - Risky Resource Management"
Category,866,"2011 Top 25 - Porous Defenses"
Category,867,"2011 Top 25 - Weaknesses On the Cusp"
Category,869,"CERT C++ Secure Coding Section 01 - Preprocessor (PRE)"
Category,870,"CERT C++ Secure Coding Section 02 - Declarations and Initialization (DCL)"
Category,871,"CERT C++ Secure Coding Section 03 - Expressions (EXP)"
Category,872,"CERT C++ Secure Coding Section 04 - Integers (INT)"
Category,873,"CERT C++ Secure Coding Section 05 - Floating Point Arithmetic (FLP)"
Category,874,"CERT C++ Secure Coding Section 06 - Arrays and the STL (ARR)"
Category,875,"CERT C++ Secure Coding Section 07 - Characters and Strings (STR)"
Category,876,"CERT C++ Secure Coding Section 08 - Memory Management (MEM)"
Category,877,"CERT C++ Secure Coding Section 09 - Input Output (FIO)"
Category,878,"CERT C++ Secure Coding Section 10 - Environment (ENV)"
Category,879,"CERT C++ Secure Coding Section 11 - Signals (SIG)"
Category,880,"CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR)"
Category,881,"CERT C++ Secure Coding Section 13 - Object Oriented Programming (OOP)"
Category,882,"CERT C++ Secure Coding Section 14 - Concurrency (CON)"
Category,883,"CERT C++ Secure Coding Section 49 - Miscellaneous (MSC)"
Category,885,"SFP Primary Cluster: Risky Values"
Category,886,"SFP Primary Cluster: Unused entities"
Category,887,"SFP Primary Cluster: API"
Category,889,"SFP Primary Cluster: Exception Management"
Category,890,"SFP Primary Cluster: Memory Access"
Category,891,"SFP Primary Cluster: Memory Management"
Category,892,"SFP Primary Cluster: Resource Management"
Category,893,"SFP Primary Cluster: Path Resolution"
Category,894,"SFP Primary Cluster: Synchronization"
Category,895,"SFP Primary Cluster: Information Leak"
Category,896,"SFP Primary Cluster: Tainted Input"
Category,897,"SFP Primary Cluster: Entry Points"
Category,898,"SFP Primary Cluster: Authentication"
Category,899,"SFP Primary Cluster: Access Control"
Category,901,"SFP Primary Cluster: Privilege"
Category,902,"SFP Primary Cluster: Channel"
Category,903,"SFP Primary Cluster: Cryptography"
Category,904,"SFP Primary Cluster: Malware"
Category,905,"SFP Primary Cluster: Predictability"
Category,906,"SFP Primary Cluster: UI"
Category,907,"SFP Primary Cluster: Other"
Category,929,"OWASP Top Ten 2013 Category A1 - Injection"
Category,930,"OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management"
Category,931,"OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS)"
Category,932,"OWASP Top Ten 2013 Category A4 - Insecure Direct Object References"
Category,933,"OWASP Top Ten 2013 Category A5 - Security Misconfiguration"
Category,934,"OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure"
Category,935,"OWASP Top Ten 2013 Category A7 - Missing Function Level Access Control"
Category,936,"OWASP Top Ten 2013 Category A8 - Cross-Site Request Forgery (CSRF)"
Category,937,"OWASP Top Ten 2013 Category A9 - Using Components with Known Vulnerabilities"
Category,938,"OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards"
Category,944,"SFP Secondary Cluster: Access Management"
Category,945,"SFP Secondary Cluster: Insecure Resource Access"
Category,946,"SFP Secondary Cluster: Insecure Resource Permissions"
Category,947,"SFP Secondary Cluster: Authentication Bypass"
Category,948,"SFP Secondary Cluster: Digital Certificate"
Category,949,"SFP Secondary Cluster: Faulty Endpoint Authentication"
Category,950,"SFP Secondary Cluster: Hardcoded Sensitive Data"
Category,951,"SFP Secondary Cluster: Insecure Authentication Policy"
Category,952,"SFP Secondary Cluster: Missing Authentication"
Category,953,"SFP Secondary Cluster: Missing Endpoint Authentication"
Category,954,"SFP Secondary Cluster: Multiple Binds to the Same Port"
Category,955,"SFP Secondary Cluster: Unrestricted Authentication"
Category,956,"SFP Secondary Cluster: Channel Attack"
Category,957,"SFP Secondary Cluster: Protocol Error"
Category,958,"SFP Secondary Cluster: Broken Cryptography"
Category,959,"SFP Secondary Cluster: Weak Cryptography"
Category,960,"SFP Secondary Cluster: Ambiguous Exception Type"
Category,961,"SFP Secondary Cluster: Incorrect Exception Behavior"
Category,962,"SFP Secondary Cluster: Unchecked Status Condition"
Category,963,"SFP Secondary Cluster: Exposed Data"
Category,964,"SFP Secondary Cluster: Exposure Temporary File"
Category,965,"SFP Secondary Cluster: Insecure Session Management"
Category,966,"SFP Secondary Cluster: Other Exposures"
Category,967,"SFP Secondary Cluster: State Disclosure"
Category,968,"SFP Secondary Cluster: Covert Channel"
Category,969,"SFP Secondary Cluster: Faulty Memory Release"
Category,970,"SFP Secondary Cluster: Faulty Buffer Access"
Category,971,"SFP Secondary Cluster: Faulty Pointer Use"
Category,972,"SFP Secondary Cluster: Faulty String Expansion"
Category,973,"SFP Secondary Cluster: Improper NULL Termination"
Category,974,"SFP Secondary Cluster: Incorrect Buffer Length Computation"
Category,975,"SFP Secondary Cluster: Architecture"
Category,976,"SFP Secondary Cluster: Compiler"
Category,977,"SFP Secondary Cluster: Design"
Category,978,"SFP Secondary Cluster: Implementation"
Category,979,"SFP Secondary Cluster: Failed Chroot Jail"
Category,980,"SFP Secondary Cluster: Link in Resource Name Resolution"
Category,981,"SFP Secondary Cluster: Path Traversal"
Category,982,"SFP Secondary Cluster: Failure to Release Resource"
Category,983,"SFP Secondary Cluster: Faulty Resource Use"
Category,984,"SFP Secondary Cluster: Life Cycle"
Category,985,"SFP Secondary Cluster: Unrestricted Consumption"
Category,986,"SFP Secondary Cluster: Missing Lock"
Category,987,"SFP Secondary Cluster: Multiple Locks/Unlocks"
Category,988,"SFP Secondary Cluster: Race Condition Window"
Category,989,"SFP Secondary Cluster: Unrestricted Lock"
Category,990,"SFP Secondary Cluster: Tainted Input to Command"
Category,991,"SFP Secondary Cluster: Tainted Input to Environment"
Category,992,"SFP Secondary Cluster: Faulty Input Transformation"
Category,993,"SFP Secondary Cluster: Incorrect Input Handling"
Category,994,"SFP Secondary Cluster: Tainted Input to Variable"
Category,995,"SFP Secondary Cluster: Feature"
Category,996,"SFP Secondary Cluster: Security"
Category,997,"SFP Secondary Cluster: Information Loss"
Category,998,"SFP Secondary Cluster: Glitch in Computation"
Category,1001,"SFP Secondary Cluster: Use of an Improper API"
Category,1002,"SFP Secondary Cluster: Unexpected Entry Points"
Category,1005,"7PK - Input Validation and Representation"
Category,1006,"Bad Coding Practices"
Category,1009,"Audit"
Category,1010,"Authenticate Actors"
Category,1011,"Authorize Actors"
Category,1012,"Cross Cutting"
Category,1013,"Encrypt Data"
Category,1014,"Identify Actors"
Category,1015,"Limit Access"
Category,1016,"Limit Exposure"
Category,1017,"Lock Computer"
Category,1018,"Manage User Sessions"
Category,1019,"Validate Inputs"
Category,1020,"Verify Message Integrity"
Category,1027,"OWASP Top Ten 2017 Category A1 - Injection"
Category,1028,"OWASP Top Ten 2017 Category A2 - Broken Authentication"
Category,1029,"OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure"
Category,1030,"OWASP Top Ten 2017 Category A4 - XML External Entities (XXE)"
Category,1031,"OWASP Top Ten 2017 Category A5 - Broken Access Control"
Category,1032,"OWASP Top Ten 2017 Category A6 - Security Misconfiguration"
Category,1033,"OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS)"
Category,1034,"OWASP Top Ten 2017 Category A8 - Insecure Deserialization"
Category,1035,"OWASP Top Ten 2017 Category A9 - Using Components with Known Vulnerabilities"
View,604,"Deprecated Entries"
View,629,"Weaknesses in OWASP Top Ten (2007)"
View,635,"Weaknesses Originally Used by NVD from 2008 to 2016"
View,658,"Weaknesses in Software Written in C"
View,659,"Weaknesses in Software Written in C++"
View,660,"Weaknesses in Software Written in Java"
View,661,"Weaknesses in Software Written in PHP"
View,677,"Weakness Base Elements"
View,678,"Composites"
View,699,"Development Concepts"
View,700,"Seven Pernicious Kingdoms"
View,701,"Weaknesses Introduced During Design"
View,702,"Weaknesses Introduced During Implementation"
View,709,"Named Chains"
View,711,"Weaknesses in OWASP Top Ten (2004)"
View,734,"Weaknesses Addressed by the CERT C Secure Coding Standard (2008 Version)"
View,750,"Weaknesses in the 2009 CWE/SANS Top 25 Most Dangerous Programming Errors"
View,800,"Weaknesses in the 2010 CWE/SANS Top 25 Most Dangerous Programming Errors"
View,809,"Weaknesses in OWASP Top Ten (2010)"
View,844,"Weaknesses Addressed by the CERT Java Secure Coding Standard"
View,868,"Weaknesses Addressed by the CERT C++ Secure Coding Standard"
View,884,"CWE Cross-section"
View,888,"Software Fault Pattern (SFP) Clusters"
View,900,"Weaknesses in the 2011 CWE/SANS Top 25 Most Dangerous Software Errors"
View,919,"Weaknesses in Mobile Applications"
View,928,"Weaknesses in OWASP Top Ten (2013)"
View,999,"Weaknesses without Software Fault Patterns"
View,1000,"Research Concepts"
View,1003,"Weaknesses for Simplified Mapping of Published Vulnerabilities"
View,1008,"Architectural Concepts"
View,1026,"Weaknesses in OWASP Top Ten (2017)"
View,2000,"Comprehensive CWE Dictionary"
